sample_id,day_id,split,scenario,seed,input_start_minute,input_end_minute_exclusive,target_start_minute,target_end_minute_exclusive,horizon_minutes
train-evening-08-m042-h2,train-evening-08,train,evening,10028,32,42,42,44,2
train-evening-08-m043-h2,train-evening-08,train,evening,10028,33,43,43,45,2
train-evening-08-m044-h2,train-evening-08,train,evening,10028,34,44,44,46,2
train-evening-08-m045-h2,train-evening-08,train,evening,10028,35,45,45,47,2
train-evening-08-m046-h2,train-evening-08,train,evening,10028,36,46,46,48,2
train-evening-08-m047-h2,train-evening-08,train,evening,10028,37,47,47,49,2
train-evening-08-m048-h2,train-evening-08,train,evening,10028,38,48,48,50,2
train-evening-08-m049-h2,train-evening-08,train,evening,10028,39,49,49,51,2
train-evening-08-m050-h2,train-evening-08,train,evening,10028,40,50,50,52,2
train-evening-08-m051-h2,train-evening-08,train,evening,10028,41,51,51,53,2
train-evening-08-m052-h2,train-evening-08,train,evening,10028,42,52,52,54,2
train-evening-08-m053-h2,train-evening-08,train,evening,10028,43,53,53,55,2
train-evening-08-m054-h2,train-evening-08,train,evening,10028,44,54,54,56,2
train-evening-08-m055-h2,train-evening-08,train,evening,10028,45,55,55,57,2
train-evening-08-m056-h2,train-evening-08,train,evening,10028,46,56,56,58,2
train-evening-08-m057-h2,train-evening-08,train,evening,10028,47,57,57,59,2
train-evening-08-m058-h2,train-evening-08,train,evening,10028,48,58,58,60,2
train-evening-08-m059-h2,train-evening-08,train,evening,10028,49,59,59,61,2
train-evening-08-m060-h2,train-evening-08,train,evening,10028,50,60,60,62,2
train-evening-08-m061-h2,train-evening-08,train,evening,10028,51,61,61,63,2
train-evening-08-m062-h2,train-evening-08,train,evening,10028,52,62,62,64,2
train-evening-08-m063-h2,train-evening-08,train,evening,10028,53,63,63,65,2
train-evening-08-m064-h2,train-evening-08,train,evening,10028,54,64,64,66,2
train-evening-08-m065-h2,train-evening-08,train,evening,10028,55,65,65,67,2
train-evening-08-m066-h2,train-evening-08,train,evening,10028,56,66,66,68,2
train-evening-08-m067-h2,train-evening-08,train,evening,10028,57,67,67,69,2
train-evening-08-m068-h2,train-evening-08,train,evening,10028,58,68,68,70,2
train-evening-08-m069-h2,train-evening-08,train,evening,10028,59,69,69,71,2
train-evening-08-m070-h2,train-evening-08,train,evening,10028,60,70,70,72,2
train-evening-08-m071-h2,train-evening-08,train,evening,10028,61,71,71,73,2
train-evening-08-m072-h2,train-evening-08,train,evening,10028,62,72,72,74,2
train-evening-08-m073-h2,train-evening-08,train,evening,10028,63,73,73,75,2
train-evening-09-m010-h2,train-evening-09,train,evening,10029,0,10,10,12,2
train-evening-09-m011-h2,train-evening-09,train,evening,10029,1,11,11,13,2
train-evening-09-m012-h2,train-evening-09,train,evening,10029,2,12,12,14,2
train-evening-09-m013-h2,train-evening-09,train,evening,10029,3,13,13,15,2
train-evening-09-m014-h2,train-evening-09,train,evening,10029,4,14,14,16,2
train-evening-09-m015-h2,train-evening-09,train,evening,10029,5,15,15,17,2
train-evening-09-m016-h2,train-evening-09,train,evening,10029,6,16,16,18,2
train-evening-09-m017-h2,train-evening-09,train,evening,10029,7,17,17,19,2
train-evening-09-m018-h2,train-evening-09,train,evening,10029,8,18,18,20,2
train-evening-09-m019-h2,train-evening-09,train,evening,10029,9,19,19,21,2
train-evening-09-m020-h2,train-evening-09,train,evening,10029,10,20,20,22,2
train-evening-09-m021-h2,train-evening-09,train,evening,10029,11,21,21,23,2
train-evening-09-m022-h2,train-evening-09,train,evening,10029,12,22,22,24,2
train-evening-09-m023-h2,train-evening-09,train,evening,10029,13,23,23,25,2
train-evening-09-m024-h2,train-evening-09,train,evening,10029,14,24,24,26,2
train-evening-09-m025-h2,train-evening-09,train,evening,10029,15,25,25,27,2
train-evening-09-m026-h2,train-evening-09,train,evening,10029,16,26,26,28,2
train-evening-09-m027-h2,train-evening-09,train,evening,10029,17,27,27,29,2
train-evening-09-m028-h2,train-evening-09,train,evening,10029,18,28,28,30,2
train-evening-09-m029-h2,train-evening-09,train,evening,10029,19,29,29,31,2
train-evening-09-m030-h2,train-evening-09,train,evening,10029,20,30,30,32,2
train-evening-09-m031-h2,train-evening-09,train,evening,10029,21,31,31,33,2
train-evening-09-m032-h2,train-evening-09,train,evening,10029,22,32,32,34,2
train-evening-09-m033-h2,train-evening-09,train,evening,10029,23,33,33,35,2
train-evening-09-m034-h2,train-evening-09,train,evening,10029,24,34,34,36,2
train-evening-09-m035-h2,train-evening-09,train,evening,10029,25,35,35,37,2
train-evening-09-m036-h2,train-evening-09,train,evening,10029,26,36,36,38,2
train-evening-09-m037-h2,train-evening-09,train,evening,10029,27,37,37,39,2
train-evening-09-m038-h2,train-evening-09,train,evening,10029,28,38,38,40,2
train-evening-09-m039-h2,train-evening-09,train,evening,10029,29,39,39,41,2
train-evening-09-m040-h2,train-evening-09,train,evening,10029,30,40,40,42,2
train-evening-09-m041-h2,train-evening-09,train,evening,10029,31,41,41,43,2
train-evening-09-m042-h2,train-evening-09,train,evening,10029,32,42,42,44,2
train-evening-09-m043-h2,train-evening-09,train,evening,10029,33,43,43,45,2
train-evening-09-m044-h2,train-evening-09,train,evening,10029,34,44,44,46,2
train-evening-09-m045-h2,train-evening-09,train,evening,10029,35,45,45,47,2
train-evening-09-m046-h2,train-evening-09,train,evening,10029,36,46,46,48,2
train-evening-09-m047-h2,train-evening-09,train,evening,10029,37,47,47,49,2
train-evening-09-m048-h2,train-evening-09,train,evening,10029,38,48,48,50,2
train-evening-09-m049-h2,train-evening-09,train,evening,10029,39,49,49,51,2
train-evening-09-m050-h2,train-evening-09,train,evening,10029,40,50,50,52,2
train-evening-09-m051-h2,train-evening-09,train,evening,10029,41,51,51,53,2
train-evening-09-m052-h2,train-evening-09,train,evening,10029,42,52,52,54,2
train-evening-09-m053-h2,train-evening-09,train,evening,10029,43,53,53,55,2
train-evening-09-m054-h2,train-evening-09,train,evening,10029,44,54,54,56,2
train-evening-09-m055-h2,train-evening-09,train,evening,10029,45,55,55,57,2
train-evening-09-m056-h2,train-evening-09,train,evening,10029,46,56,56,58,2
train-evening-09-m057-h2,train-evening-09,train,evening,10029,47,57,57,59,2
train-evening-09-m058-h2,train-evening-09,train,evening,10029,48,58,58,60,2
train-evening-09-m059-h2,train-evening-09,train,evening,10029,49,59,59,61,2
train-evening-09-m060-h2,train-evening-09,train,evening,10029,50,60,60,62,2
train-evening-09-m061-h2,train-evening-09,train,evening,10029,51,61,61,63,2
train-evening-09-m062-h2,train-evening-09,train,evening,10029,52,62,62,64,2
train-evening-09-m063-h2,train-evening-09,train,evening,10029,53,63,63,65,2
train-evening-09-m064-h2,train-evening-09,train,evening,10029,54,64,64,66,2
train-evening-09-m065-h2,train-evening-09,train,evening,10029,55,65,65,67,2
train-evening-09-m066-h2,train-evening-09,train,evening,10029,56,66,66,68,2
train-evening-09-m067-h2,train-evening-09,train,evening,10029,57,67,67,69,2
train-evening-09-m068-h2,train-evening-09,train,evening,10029,58,68,68,70,2
train-evening-09-m069-h2,train-evening-09,train,evening,10029,59,69,69,71,2
train-evening-09-m070-h2,train-evening-09,train,evening,10029,60,70,70,72,2
train-evening-09-m071-h2,train-evening-09,train,evening,10029,61,71,71,73,2
train-evening-09-m072-h2,train-evening-09,train,evening,10029,62,72,72,74,2
train-evening-09-m073-h2,train-evening-09,train,evening,10029,63,73,73,75,2
train-mixed-00-m010-h2,train-mixed-00,train,mixed,10030,0,10,10,12,2
train-mixed-00-m011-h2,train-mixed-00,train,mixed,10030,1,11,11,13,2
train-mixed-00-m012-h2,train-mixed-00,train,mixed,10030,2,12,12,14,2
train-mixed-00-m013-h2,train-mixed-00,train,mixed,10030,3,13,13,15,2
train-mixed-00-m014-h2,train-mixed-00,train,mixed,10030,4,14,14,16,2
train-mixed-00-m015-h2,train-mixed-00,train,mixed,10030,5,15,15,17,2
train-mixed-00-m016-h2,train-mixed-00,train,mixed,10030,6,16,16,18,2
train-mixed-00-m017-h2,train-mixed-00,train,mixed,10030,7,17,17,19,2
train-mixed-00-m018-h2,train-mixed-00,train,mixed,10030,8,18,18,20,2
train-mixed-00-m019-h2,train-mixed-00,train,mixed,10030,9,19,19,21,2
train-mixed-00-m020-h2,train-mixed-00,train,mixed,10030,10,20,20,22,2
train-mixed-00-m021-h2,train-mixed-00,train,mixed,10030,11,21,21,23,2
train-mixed-00-m022-h2,train-mixed-00,train,mixed,10030,12,22,22,24,2
train-mixed-00-m023-h2,train-mixed-00,train,mixed,10030,13,23,23,25,2
train-mixed-00-m024-h2,train-mixed-00,train,mixed,10030,14,24,24,26,2
train-mixed-00-m025-h2,train-mixed-00,train,mixed,10030,15,25,25,27,2
train-mixed-00-m026-h2,train-mixed-00,train,mixed,10030,16,26,26,28,2
train-mixed-00-m027-h2,train-mixed-00,train,mixed,10030,17,27,27,29,2
train-mixed-00-m028-h2,train-mixed-00,train,mixed,10030,18,28,28,30,2
train-mixed-00-m029-h2,train-mixed-00,train,mixed,10030,19,29,29,31,2
train-mixed-00-m030-h2,train-mixed-00,train,mixed,10030,20,30,30,32,2
train-mixed-00-m031-h2,train-mixed-00,train,mixed,10030,21,31,31,33,2
train-mixed-00-m032-h2,train-mixed-00,train,mixed,10030,22,32,32,34,2
train-mixed-00-m033-h2,train-mixed-00,train,mixed,10030,23,33,33,35,2
train-mixed-00-m034-h2,train-mixed-00,train,mixed,10030,24,34,34,36,2
train-mixed-00-m035-h2,train-mixed-00,train,mixed,10030,25,35,35,37,2
train-mixed-00-m036-h2,train-mixed-00,train,mixed,10030,26,36,36,38,2
train-mixed-00-m037-h2,train-mixed-00,train,mixed,10030,27,37,37,39,2
train-mixed-00-m038-h2,train-mixed-00,train,mixed,10030,28,38,38,40,2
train-mixed-00-m039-h2,train-mixed-00,train,mixed,10030,29,39,39,41,2
train-mixed-00-m040-h2,train-mixed-00,train,mixed,10030,30,40,40,42,2
train-mixed-00-m041-h2,train-mixed-00,train,mixed,10030,31,41,41,43,2
train-mixed-00-m042-h2,train-mixed-00,train,mixed,10030,32,42,42,44,2
train-mixed-00-m043-h2,train-mixed-00,train,mixed,10030,33,43,43,45,2
train-mixed-00-m044-h2,train-mixed-00,train,mixed,10030,34,44,44,46,2
train-mixed-00-m045-h2,train-mixed-00,train,mixed,10030,35,45,45,47,2
train-mixed-00-m046-h2,train-mixed-00,train,mixed,10030,36,46,46,48,2
train-mixed-00-m047-h2,train-mixed-00,train,mixed,10030,37,47,47,49,2
train-mixed-00-m048-h2,train-mixed-00,train,mixed,10030,38,48,48,50,2
train-mixed-00-m049-h2,train-mixed-00,train,mixed,10030,39,49,49,51,2
train-mixed-00-m050-h2,train-mixed-00,train,mixed,10030,40,50,50,52,2
train-mixed-00-m051-h2,train-mixed-00,train,mixed,10030,41,51,51,53,2
train-mixed-00-m052-h2,train-mixed-00,train,mixed,10030,42,52,52,54,2
train-mixed-00-m053-h2,train-mixed-00,train,mixed,10030,43,53,53,55,2
train-mixed-00-m054-h2,train-mixed-00,train,mixed,10030,44,54,54,56,2
train-mixed-00-m055-h2,train-mixed-00,train,mixed,10030,45,55,55,57,2
train-mixed-00-m056-h2,train-mixed-00,train,mixed,10030,46,56,56,58,2
train-mixed-00-m057-h2,train-mixed-00,train,mixed,10030,47,57,57,59,2
train-mixed-00-m058-h2,train-mixed-00,train,mixed,10030,48,58,58,60,2
train-mixed-00-m059-h2,train-mixed-00,train,mixed,10030,49,59,59,61,2
train-mixed-00-m060-h2,train-mixed-00,train,mixed,10030,50,60,60,62,2
train-mixed-00-m061-h2,train-mixed-00,train,mixed,10030,51,61,61,63,2
train-mixed-00-m062-h2,train-mixed-00,train,mixed,10030,52,62,62,64,2
train-mixed-00-m063-h2,train-mixed-00,train,mixed,10030,53,63,63,65,2
train-mixed-00-m064-h2,train-mixed-00,train,mixed,10030,54,64,64,66,2
train-mixed-00-m065-h2,train-mixed-00,train,mixed,10030,55,65,65,67,2
train-mixed-00-m066-h2,train-mixed-00,train,mixed,10030,56,66,66,68,2
train-mixed-00-m067-h2,train-mixed-00,train,mixed,10030,57,67,67,69,2
train-mixed-00-m068-h2,train-mixed-00,train,mixed,10030,58,68,68,70,2
train-mixed-00-m069-h2,train-mixed-00,train,mixed,10030,59,69,69,71,2
train-mixed-00-m070-h2,train-mixed-00,train,mixed,10030,60,70,70,72,2
train-mixed-00-m071-h2,train-mixed-00,train,mixed,10030,61,71,71,73,2
train-mixed-00-m072-h2,train-mixed-00,train,mixed,10030,62,72,72,74,2
train-mixed-00-m073-h2,train-mixed-00,train,mixed,10030,63,73,73,75,2
train-mixed-01-m010-h2,train-mixed-01,train,mixed,10031,0,10,10,12,2
train-mixed-01-m011-h2,train-mixed-01,train,mixed,10031,1,11,11,13,2
train-mixed-01-m012-h2,train-mixed-01,train,mixed,10031,2,12,12,14,2
train-mixed-01-m013-h2,train-mixed-01,train,mixed,10031,3,13,13,15,2
train-mixed-01-m014-h2,train-mixed-01,train,mixed,10031,4,14,14,16,2
train-mixed-01-m015-h2,train-mixed-01,train,mixed,10031,5,15,15,17,2
train-mixed-01-m016-h2,train-mixed-01,train,mixed,10031,6,16,16,18,2
train-mixed-01-m017-h2,train-mixed-01,train,mixed,10031,7,17,17,19,2
train-mixed-01-m018-h2,train-mixed-01,train,mixed,10031,8,18,18,20,2
train-mixed-01-m019-h2,train-mixed-01,train,mixed,10031,9,19,19,21,2
train-mixed-01-m020-h2,train-mixed-01,train,mixed,10031,10,20,20,22,2
train-mixed-01-m021-h2,train-mixed-01,train,mixed,10031,11,21,21,23,2
train-mixed-01-m022-h2,train-mixed-01,train,mixed,10031,12,22,22,24,2
train-mixed-01-m023-h2,train-mixed-01,train,mixed,10031,13,23,23,25,2
train-mixed-01-m024-h2,train-mixed-01,train,mixed,10031,14,24,24,26,2
train-mixed-01-m025-h2,train-mixed-01,train,mixed,10031,15,25,25,27,2
train-mixed-01-m026-h2,train-mixed-01,train,mixed,10031,16,26,26,28,2
train-mixed-01-m027-h2,train-mixed-01,train,mixed,10031,17,27,27,29,2
train-mixed-01-m028-h2,train-mixed-01,train,mixed,10031,18,28,28,30,2
train-mixed-01-m029-h2,train-mixed-01,train,mixed,10031,19,29,29,31,2
train-mixed-01-m030-h2,train-mixed-01,train,mixed,10031,20,30,30,32,2
train-mixed-01-m031-h2,train-mixed-01,train,mixed,10031,21,31,31,33,2
train-mixed-01-m032-h2,train-mixed-01,train,mixed,10031,22,32,32,34,2
train-mixed-01-m033-h2,train-mixed-01,train,mixed,10031,23,33,33,35,2
train-mixed-01-m034-h2,train-mixed-01,train,mixed,10031,24,34,34,36,2
train-mixed-01-m035-h2,train-mixed-01,train,mixed,10031,25,35,35,37,2
train-mixed-01-m036-h2,train-mixed-01,train,mixed,10031,26,36,36,38,2
train-mixed-01-m037-h2,train-mixed-01,train,mixed,10031,27,37,37,39,2
train-mixed-01-m038-h2,train-mixed-01,train,mixed,10031,28,38,38,40,2
train-mixed-01-m039-h2,train-mixed-01,train,mixed,10031,29,39,39,41,2
train-mixed-01-m040-h2,train-mixed-01,train,mixed,10031,30,40,40,42,2
train-mixed-01-m041-h2,train-mixed-01,train,mixed,10031,31,41,41,43,2
train-mixed-01-m042-h2,train-mixed-01,train,mixed,10031,32,42,42,44,2
train-mixed-01-m043-h2,train-mixed-01,train,mixed,10031,33,43,43,45,2
train-mixed-01-m044-h2,train-mixed-01,train,mixed,10031,34,44,44,46,2
train-mixed-01-m045-h2,train-mixed-01,train,mixed,10031,35,45,45,47,2
train-mixed-01-m046-h2,train-mixed-01,train,mixed,10031,36,46,46,48,2
train-mixed-01-m047-h2,train-mixed-01,train,mixed,10031,37,47,47,49,2
train-mixed-01-m048-h2,train-mixed-01,train,mixed,10031,38,48,48,50,2
train-mixed-01-m049-h2,train-mixed-01,train,mixed,10031,39,49,49,51,2
train-mixed-01-m050-h2,train-mixed-01,train,mixed,10031,40,50,50,52,2
train-mixed-01-m051-h2,train-mixed-01,train,mixed,10031,41,51,51,53,2
train-mixed-01-m052-h2,train-mixed-01,train,mixed,10031,42,52,52,54,2
train-mixed-01-m053-h2,train-mixed-01,train,mixed,10031,43,53,53,55,2
train-mixed-01-m054-h2,train-mixed-01,train,mixed,10031,44,54,54,56,2
train-mixed-01-m055-h2,train-mixed-01,train,mixed,10031,45,55,55,57,2
train-mixed-01-m056-h2,train-mixed-01,train,mixed,10031,46,56,56,58,2
train-mixed-01-m057-h2,train-mixed-01,train,mixed,10031,47,57,57,59,2
train-mixed-01-m058-h2,train-mixed-01,train,mixed,10031,48,58,58,60,2
train-mixed-01-m059-h2,train-mixed-01,train,mixed,10031,49,59,59,61,2
train-mixed-01-m060-h2,train-mixed-01,train,mixed,10031,50,60,60,62,2
train-mixed-01-m061-h2,train-mixed-01,train,mixed,10031,51,61,61,63,2
train-mixed-01-m062-h2,train-mixed-01,train,mixed,10031,52,62,62,64,2
train-mixed-01-m063-h2,train-mixed-01,train,mixed,10031,53,63,63,65,2
train-mixed-01-m064-h2,train-mixed-01,train,mixed,10031,54,64,64,66,2
train-mixed-01-m065-h2,train-mixed-01,train,mixed,10031,55,65,65,67,2
train-mixed-01-m066-h2,train-mixed-01,train,mixed,10031,56,66,66,68,2
train-mixed-01-m067-h2,train-mixed-01,train,mixed,10031,57,67,67,69,2
train-mixed-01-m068-h2,train-mixed-01,train,mixed,10031,58,68,68,70,2
train-mixed-01-m069-h2,train-mixed-01,train,mixed,10031,59,69,69,71,2
train-mixed-01-m070-h2,train-mixed-01,train,mixed,10031,60,70,70,72,2
train-mixed-01-m071-h2,train-mixed-01,train,mixed,10031,61,71,71,73,2
train-mixed-01-m072-h2,train-mixed-01,train,mixed,10031,62,72,72,74,2
train-mixed-01-m073-h2,train-mixed-01,train,mixed,10031,63,73,73,75,2
train-mixed-02-m010-h2,train-mixed-02,train,mixed,10032,0,10,10,12,2
train-mixed-02-m011-h2,train-mixed-02,train,mixed,10032,1,11,11,13,2
train-mixed-02-m012-h2,train-mixed-02,train,mixed,10032,2,12,12,14,2
train-mixed-02-m013-h2,train-mixed-02,train,mixed,10032,3,13,13,15,2
train-mixed-02-m014-h2,train-mixed-02,train,mixed,10032,4,14,14,16,2
train-mixed-02-m015-h2,train-mixed-02,train,mixed,10032,5,15,15,17,2
train-mixed-02-m016-h2,train-mixed-02,train,mixed,10032,6,16,16,18,2
train-mixed-02-m017-h2,train-mixed-02,train,mixed,10032,7,17,17,19,2
train-mixed-02-m018-h2,train-mixed-02,train,mixed,10032,8,18,18,20,2
train-mixed-02-m019-h2,train-mixed-02,train,mixed,10032,9,19,19,21,2
train-mixed-02-m020-h2,train-mixed-02,train,mixed,10032,10,20,20,22,2
train-mixed-02-m021-h2,train-mixed-02,train,mixed,10032,11,21,21,23,2
train-mixed-02-m022-h2,train-mixed-02,train,mixed,10032,12,22,22,24,2
train-mixed-02-m023-h2,train-mixed-02,train,mixed,10032,13,23,23,25,2
train-mixed-02-m024-h2,train-mixed-02,train,mixed,10032,14,24,24,26,2
train-mixed-02-m025-h2,train-mixed-02,train,mixed,10032,15,25,25,27,2
train-mixed-02-m026-h2,train-mixed-02,train,mixed,10032,16,26,26,28,2
train-mixed-02-m027-h2,train-mixed-02,train,mixed,10032,17,27,27,29,2
train-mixed-02-m028-h2,train-mixed-02,train,mixed,10032,18,28,28,30,2
train-mixed-02-m029-h2,train-mixed-02,train,mixed,10032,19,29,29,31,2
train-mixed-02-m030-h2,train-mixed-02,train,mixed,10032,20,30,30,32,2
train-mixed-02-m031-h2,train-mixed-02,train,mixed,10032,21,31,31,33,2
train-mixed-02-m032-h2,train-mixed-02,train,mixed,10032,22,32,32,34,2
train-mixed-02-m033-h2,train-mixed-02,train,mixed,10032,23,33,33,35,2
train-mixed-02-m034-h2,train-mixed-02,train,mixed,10032,24,34,34,36,2
train-mixed-02-m035-h2,train-mixed-02,train,mixed,10032,25,35,35,37,2
train-mixed-02-m036-h2,train-mixed-02,train,mixed,10032,26,36,36,38,2
train-mixed-02-m037-h2,train-mixed-02,train,mixed,10032,27,37,37,39,2
train-mixed-02-m038-h2,train-mixed-02,train,mixed,10032,28,38,38,40,2
train-mixed-02-m039-h2,train-mixed-02,train,mixed,10032,29,39,39,41,2
train-mixed-02-m040-h2,train-mixed-02,train,mixed,10032,30,40,40,42,2
train-mixed-02-m041-h2,train-mixed-02,train,mixed,10032,31,41,41,43,2
train-mixed-02-m042-h2,train-mixed-02,train,mixed,10032,32,42,42,44,2
train-mixed-02-m043-h2,train-mixed-02,train,mixed,10032,33,43,43,45,2
train-mixed-02-m044-h2,train-mixed-02,train,mixed,10032,34,44,44,46,2
train-mixed-02-m045-h2,train-mixed-02,train,mixed,10032,35,45,45,47,2
train-mixed-02-m046-h2,train-mixed-02,train,mixed,10032,36,46,46,48,2
train-mixed-02-m047-h2,train-mixed-02,train,mixed,10032,37,47,47,49,2
train-mixed-02-m048-h2,train-mixed-02,train,mixed,10032,38,48,48,50,2
train-mixed-02-m049-h2,train-mixed-02,train,mixed,10032,39,49,49,51,2
train-mixed-02-m050-h2,train-mixed-02,train,mixed,10032,40,50,50,52,2
train-mixed-02-m051-h2,train-mixed-02,train,mixed,10032,41,51,51,53,2
train-mixed-02-m052-h2,train-mixed-02,train,mixed,10032,42,52,52,54,2
train-mixed-02-m053-h2,train-mixed-02,train,mixed,10032,43,53,53,55,2
train-mixed-02-m054-h2,train-mixed-02,train,mixed,10032,44,54,54,56,2
train-mixed-02-m055-h2,train-mixed-02,train,mixed,10032,45,55,55,57,2
train-mixed-02-m056-h2,train-mixed-02,train,mixed,10032,46,56,56,58,2
train-mixed-02-m057-h2,train-mixed-02,train,mixed,10032,47,57,57,59,2
train-mixed-02-m058-h2,train-mixed-02,train,mixed,10032,48,58,58,60,2
train-mixed-02-m059-h2,train-mixed-02,train,mixed,10032,49,59,59,61,2
train-mixed-02-m060-h2,train-mixed-02,train,mixed,10032,50,60,60,62,2
train-mixed-02-m061-h2,train-mixed-02,train,mixed,10032,51,61,61,63,2
train-mixed-02-m062-h2,train-mixed-02,train,mixed,10032,52,62,62,64,2
train-mixed-02-m063-h2,train-mixed-02,train,mixed,10032,53,63,63,65,2
train-mixed-02-m064-h2,train-mixed-02,train,mixed,10032,54,64,64,66,2
train-mixed-02-m065-h2,train-mixed-02,train,mixed,10032,55,65,65,67,2
train-mixed-02-m066-h2,train-mixed-02,train,mixed,10032,56,66,66,68,2
train-mixed-02-m067-h2,train-mixed-02,train,mixed,10032,57,67,67,69,2
train-mixed-02-m068-h2,train-mixed-02,train,mixed,10032,58,68,68,70,2
train-mixed-02-m069-h2,train-mixed-02,train,mixed,10032,59,69,69,71,2
train-mixed-02-m070-h2,train-mixed-02,train,mixed,10032,60,70,70,72,2
train-mixed-02-m071-h2,train-mixed-02,train,mixed,10032,61,71,71,73,2
train-mixed-02-m072-h2,train-mixed-02,train,mixed,10032,62,72,72,74,2
train-mixed-02-m073-h2,train-mixed-02,train,mixed,10032,63,73,73,75,2
train-mixed-03-m010-h2,train-mixed-03,train,mixed,10033,0,10,10,12,2
train-mixed-03-m011-h2,train-mixed-03,train,mixed,10033,1,11,11,13,2
train-mixed-03-m012-h2,train-mixed-03,train,mixed,10033,2,12,12,14,2
train-mixed-03-m013-h2,train-mixed-03,train,mixed,10033,3,13,13,15,2
train-mixed-03-m014-h2,train-mixed-03,train,mixed,10033,4,14,14,16,2
train-mixed-03-m015-h2,train-mixed-03,train,mixed,10033,5,15,15,17,2
train-mixed-03-m016-h2,train-mixed-03,train,mixed,10033,6,16,16,18,2
train-mixed-03-m017-h2,train-mixed-03,train,mixed,10033,7,17,17,19,2
train-mixed-03-m018-h2,train-mixed-03,train,mixed,10033,8,18,18,20,2
train-mixed-03-m019-h2,train-mixed-03,train,mixed,10033,9,19,19,21,2
train-mixed-03-m020-h2,train-mixed-03,train,mixed,10033,10,20,20,22,2
train-mixed-03-m021-h2,train-mixed-03,train,mixed,10033,11,21,21,23,2
train-mixed-03-m022-h2,train-mixed-03,train,mixed,10033,12,22,22,24,2
train-mixed-03-m023-h2,train-mixed-03,train,mixed,10033,13,23,23,25,2
train-mixed-03-m024-h2,train-mixed-03,train,mixed,10033,14,24,24,26,2
train-mixed-03-m025-h2,train-mixed-03,train,mixed,10033,15,25,25,27,2
train-mixed-03-m026-h2,train-mixed-03,train,mixed,10033,16,26,26,28,2
train-mixed-03-m027-h2,train-mixed-03,train,mixed,10033,17,27,27,29,2
train-mixed-03-m028-h2,train-mixed-03,train,mixed,10033,18,28,28,30,2
train-mixed-03-m029-h2,train-mixed-03,train,mixed,10033,19,29,29,31,2
train-mixed-03-m030-h2,train-mixed-03,train,mixed,10033,20,30,30,32,2
train-mixed-03-m031-h2,train-mixed-03,train,mixed,10033,21,31,31,33,2
train-mixed-03-m032-h2,train-mixed-03,train,mixed,10033,22,32,32,34,2
train-mixed-03-m033-h2,train-mixed-03,train,mixed,10033,23,33,33,35,2
train-mixed-03-m034-h2,train-mixed-03,train,mixed,10033,24,34,34,36,2
train-mixed-03-m035-h2,train-mixed-03,train,mixed,10033,25,35,35,37,2
train-mixed-03-m036-h2,train-mixed-03,train,mixed,10033,26,36,36,38,2
train-mixed-03-m037-h2,train-mixed-03,train,mixed,10033,27,37,37,39,2
train-mixed-03-m038-h2,train-mixed-03,train,mixed,10033,28,38,38,40,2
train-mixed-03-m039-h2,train-mixed-03,train,mixed,10033,29,39,39,41,2
train-mixed-03-m040-h2,train-mixed-03,train,mixed,10033,30,40,40,42,2
train-mixed-03-m041-h2,train-mixed-03,train,mixed,10033,31,41,41,43,2
train-mixed-03-m042-h2,train-mixed-03,train,mixed,10033,32,42,42,44,2
train-mixed-03-m043-h2,train-mixed-03,train,mixed,10033,33,43,43,45,2
train-mixed-03-m044-h2,train-mixed-03,train,mixed,10033,34,44,44,46,2
train-mixed-03-m045-h2,train-mixed-03,train,mixed,10033,35,45,45,47,2
train-mixed-03-m046-h2,train-mixed-03,train,mixed,10033,36,46,46,48,2
train-mixed-03-m047-h2,train-mixed-03,train,mixed,10033,37,47,47,49,2
train-mixed-03-m048-h2,train-mixed-03,train,mixed,10033,38,48,48,50,2
train-mixed-03-m049-h2,train-mixed-03,train,mixed,10033,39,49,49,51,2
train-mixed-03-m050-h2,train-mixed-03,train,mixed,10033,40,50,50,52,2
train-mixed-03-m051-h2,train-mixed-03,train,mixed,10033,41,51,51,53,2
train-mixed-03-m052-h2,train-mixed-03,train,mixed,10033,42,52,52,54,2
train-mixed-03-m053-h2,train-mixed-03,train,mixed,10033,43,53,53,55,2
train-mixed-03-m054-h2,train-mixed-03,train,mixed,10033,44,54,54,56,2
train-mixed-03-m055-h2,train-mixed-03,train,mixed,10033,45,55,55,57,2
train-mixed-03-m056-h2,train-mixed-03,train,mixed,10033,46,56,56,58,2
train-mixed-03-m057-h2,train-mixed-03,train,mixed,10033,47,57,57,59,2
train-mixed-03-m058-h2,train-mixed-03,train,mixed,10033,48,58,58,60,2
train-mixed-03-m059-h2,train-mixed-03,train,mixed,10033,49,59,59,61,2
train-mixed-03-m060-h2,train-mixed-03,train,mixed,10033,50,60,60,62,2
train-mixed-03-m061-h2,train-mixed-03,train,mixed,10033,51,61,61,63,2
train-mixed-03-m062-h2,train-mixed-03,train,mixed,10033,52,62,62,64,2
train-mixed-03-m063-h2,train-mixed-03,train,mixed,10033,53,63,63,65,2
train-mixed-03-m064-h2,train-mixed-03,train,mixed,10033,54,64,64,66,2
train-mixed-03-m065-h2,train-mixed-03,train,mixed,10033,55,65,65,67,2
train-mixed-03-m066-h2,train-mixed-03,train,mixed,10033,56,66,66,68,2
train-mixed-03-m067-h2,train-mixed-03,train,mixed,10033,57,67,67,69,2
